# Spherical Bessel functions via up and down recursion
x        down          up            gsl           rel_up_down   rel_down_gsl  rel_up_gsl   
50.900000 -1.002752e-02 -1.964359e-02 -1.964359e-02  3.240888e-01  3.240888e-01  4.415495e-16
51.000000 -9.984562e-03 -1.922501e-02 -1.922501e-02  3.163500e-01  3.163500e-01  0.000000e+00
51.100000 -9.663552e-03 -1.862446e-02 -1.862446e-02  3.167740e-01  3.167740e-01  1.024564e-15
51.200000 -9.087653e-03 -1.784834e-02 -1.784834e-02  3.252410e-01  3.252410e-01  2.915772e-16
51.300000 -8.276332e-03 -1.690473e-02 -1.690473e-02  3.426542e-01  3.426542e-01  1.334029e-15
51.400000 -7.246774e-03 -1.580325e-02 -1.580325e-02  3.712133e-01  3.712133e-01  0.000000e+00
51.500000 -6.014674e-03 -1.455501e-02 -1.455501e-02  4.151905e-01  4.151905e-01  1.549391e-15
51.600000 -4.594621e-03 -1.317248e-02 -1.317248e-02  4.827945e-01  4.827945e-01  7.243116e-16
51.700000 -3.000182e-03 -1.166936e-02 -1.166936e-02  5.909644e-01  5.909644e-01  8.919378e-16
51.800000 -1.243717e-03 -1.006045e-02 -1.006045e-02  7.799544e-01  7.799544e-01  6.897198e-16
51.900000  6.640811e-04 -8.361533e-03 -8.361533e-03  1.000000e+00  1.000000e+00  1.970915e-15
52.000000  2.714988e-03 -6.589165e-03 -6.589165e-03  1.000000e+00  1.000000e+00  1.908701e-15
52.100000  4.904576e-03 -4.760562e-03 -4.760562e-03  1.000000e+00  1.000000e+00  1.002085e-15
52.200000  7.234363e-03 -2.893412e-03 -2.893412e-03  1.000000e+00  1.000000e+00  1.873570e-15
52.300000  9.715441e-03 -1.005713e-03 -1.005713e-03  1.000000e+00  1.000000e+00  2.156087e-15
52.400000  1.237488e-02  8.844080e-04  8.844080e-04  8.665980e-01  8.665980e-01  1.661104e-14
52.500000  1.526787e-02  2.758861e-03  2.758861e-03  6.939144e-01  6.939144e-01  1.571956e-15
52.600000  1.850255e-02  4.599770e-03  4.599770e-03  6.017916e-01  6.017916e-01  1.225681e-15
52.700000  2.229707e-02  6.389643e-03  6.389643e-03  5.545224e-01  5.545224e-01  2.036174e-16
52.800000  2.713031e-02  8.111534e-03  8.111534e-03  5.396646e-01  5.396646e-01  4.277177e-16
52.900000  3.423646e-02  9.749210e-03  9.749210e-03  5.567097e-01  5.567097e-01  1.156576e-15
53.000000  4.791777e-02  1.128730e-02  1.128730e-02  6.187050e-01  6.187050e-01  5.379084e-16
53.100000  9.984271e-02  1.271143e-02  1.271143e-02  7.741277e-01  7.741277e-01  3.411739e-16
53.200000 -1.219037e-01  1.400838e-02  1.400838e-02  1.000000e+00  1.000000e+00  4.334215e-16
53.300000 -1.780984e-02  1.516618e-02  1.516618e-02  1.000000e+00  1.000000e+00  8.578576e-16
53.400000 -7.070711e-04  1.617425e-02  1.617425e-02  1.000000e+00  1.000000e+00  1.072522e-16
53.500000  6.736700e-03  1.702346e-02  1.702346e-02  4.329416e-01  4.329416e-01  2.038039e-16
53.600000  1.104378e-02  1.770625e-02  1.770625e-02  2.317376e-01  2.317376e-01  9.797240e-17
53.700000  1.387326e-02  1.821666e-02  1.821666e-02  1.353510e-01  1.353510e-01  4.761366e-16
53.800000  1.584031e-02  1.855042e-02  1.855042e-02  7.880355e-02  7.880355e-02  2.805419e-16
53.900000  1.722577e-02  1.870497e-02  1.870497e-02  4.116801e-02  4.116801e-02  8.346720e-16
54.000000  1.817693e-02  1.867945e-02  1.867945e-02  1.363447e-02  1.363447e-02  2.786041e-16
54.100000  1.877978e-02  1.847475e-02  1.847475e-02  8.187769e-03  8.187769e-03  1.877940e-16
54.200000  1.908942e-02  1.809348e-02  1.809348e-02  2.678507e-02  2.678507e-02  9.587563e-16
54.300000  1.914440e-02  1.753991e-02  1.753991e-02  4.373780e-02  4.373780e-02  2.967046e-16
54.400000  1.897406e-02  1.681996e-02  1.681996e-02  6.018038e-02  6.018038e-02  5.156740e-16
54.500000  1.860260e-02  1.594114e-02  1.594114e-02  7.704602e-02  7.704602e-02  0.000000e+00
54.600000  1.805133e-02  1.491243e-02  1.491243e-02  9.522271e-02  9.522271e-02  1.163273e-16
54.700000  1.734009e-02  1.374424e-02  1.374424e-02  1.156805e-01  1.156805e-01  1.262145e-16
54.800000  1.648804e-02  1.244828e-02  1.244828e-02  1.396089e-01  1.396089e-01  9.058044e-16
54.900000  1.551418e-02  1.103742e-02  1.103742e-02  1.686059e-01  1.686059e-01  1.178756e-15
55.000000  1.443760e-02  9.525629e-03  9.525629e-03  2.049797e-01  2.049797e-01  8.195003e-16
55.100000  1.327774e-02  7.927773e-03  7.927773e-03  2.522914e-01  2.522914e-01  1.094080e-16
55.200000  1.205436e-02  6.259501e-03  6.259501e-03  3.164194e-01  3.164194e-01  6.928362e-17
55.300000  1.078763e-02  4.537085e-03  4.537085e-03  4.078736e-01  4.078736e-01  1.242615e-15
55.400000  9.498090e-03  2.777262e-03  2.777262e-03  5.475059e-01  5.475059e-01  5.777702e-15
55.500000  8.206616e-03  9.970743e-04  9.970743e-04  7.833316e-01  7.833316e-01  9.134021e-15
55.600000  6.934379e-03 -7.862992e-04 -7.862992e-04  1.000000e+00  1.000000e+00  7.997429e-15
55.700000  5.702790e-03 -2.555705e-03 -2.555705e-03  1.000000e+00  1.000000e+00  4.411973e-15
55.800000  4.533469e-03 -4.294182e-03 -4.294182e-03  1.000000e+00  1.000000e+00  2.928787e-15
55.900000  3.448222e-03 -5.985122e-03 -5.985122e-03  1.000000e+00  1.000000e+00  2.173795e-16
56.000000  2.469053e-03 -7.612426e-03 -7.612426e-03  1.000000e+00  1.000000e+00  1.424253e-15
56.100000  1.618221e-03 -9.160665e-03 -9.160665e-03  1.000000e+00  1.000000e+00  9.468327e-17
56.200000  9.183536e-04 -1.061522e-02 -1.061522e-02  1.000000e+00  1.000000e+00  9.805113e-16
56.300000  3.926491e-04 -1.196241e-02 -1.196241e-02  1.000000e+00  1.000000e+00  0.000000e+00
56.400000  6.519074e-05 -1.318965e-02 -1.318965e-02  1.000000e+00  1.000000e+00  5.260862e-16
56.500000 -3.857342e-05 -1.428554e-02 -1.428554e-02  9.946142e-01  9.946142e-01  3.642963e-16
56.600000  1.088793e-04 -1.523998e-02 -1.523998e-02  1.000000e+00  1.000000e+00  3.414815e-16
56.700000  5.381909e-04 -1.604426e-02 -1.604426e-02  1.000000e+00  1.000000e+00  2.162422e-16
56.800000  1.284665e-03 -1.669115e-02 -1.669115e-02  1.000000e+00  1.000000e+00  4.157228e-16
56.900000  2.390567e-03 -1.717497e-02 -1.717497e-02  1.000000e+00  1.000000e+00  6.060181e-16
57.000000  3.908615e-03 -1.749159e-02 -1.749159e-02  1.000000e+00  1.000000e+00  4.958735e-16
57.100000  5.907408e-03 -1.763854e-02 -1.763854e-02  1.000000e+00  1.000000e+00  1.966969e-16
57.200000  8.480138e-03 -1.761498e-02 -1.761498e-02  1.000000e+00  1.000000e+00  3.939199e-16
57.300000  1.175911e-02 -1.742171e-02 -1.742171e-02  1.000000e+00  1.000000e+00  1.991450e-16
57.400000  1.594110e-02 -1.706116e-02 -1.706116e-02  1.000000e+00  1.000000e+00  8.134139e-16
57.500000  2.133436e-02 -1.653737e-02 -1.653737e-02  1.000000e+00  1.000000e+00  7.342802e-16
57.600000  2.845233e-02 -1.585593e-02 -1.585593e-02  1.000000e+00  1.000000e+00  1.094053e-15
57.700000  3.821876e-02 -1.502394e-02 -1.502394e-02  1.000000e+00  1.000000e+00  5.773196e-16
57.800000  5.247779e-02 -1.404993e-02 -1.404993e-02  1.000000e+00  1.000000e+00  2.469370e-16
57.900000  7.551068e-02 -1.294374e-02 -1.294374e-02  1.000000e+00  1.000000e+00  6.701011e-16
58.000000  1.200166e-01 -1.171650e-02 -1.171650e-02  1.000000e+00  1.000000e+00  2.220872e-16
58.100000  2.476406e-01 -1.038044e-02 -1.038044e-02  1.000000e+00  1.000000e+00  0.000000e+00
58.200000  6.896947e+00 -8.948796e-03 -8.948796e-03  1.000000e+00  1.000000e+00  2.907749e-16
58.300000 -2.839370e-01 -7.435703e-03 -7.435703e-03  9.489609e-01  9.489609e-01  1.633076e-15
58.400000 -1.405328e-01 -5.856022e-03 -5.856022e-03  9.199936e-01  9.199936e-01  5.924580e-16
58.500000 -9.272716e-02 -4.225213e-03 -4.225213e-03  9.128394e-01  9.128394e-01  3.181877e-15
58.600000 -6.809404e-02 -2.559179e-03 -2.559179e-03  9.275566e-01  9.275566e-01  1.016766e-15
58.700000 -5.261289e-02 -8.741121e-04 -8.741121e-04  9.673150e-01  9.673150e-01  1.606249e-14
58.800000 -4.168170e-02  8.136640e-04  8.136640e-04  1.000000e+00  1.000000e+00  9.993703e-15
58.900000 -3.335209e-02  2.487851e-03  2.487851e-03  1.000000e+00  1.000000e+00  6.972779e-16
59.000000 -2.666251e-02  4.132333e-03  4.132333e-03  1.000000e+00  1.000000e+00  3.883083e-15
59.100000 -2.108741e-02  5.731332e-03  5.731332e-03  1.000000e+00  1.000000e+00  9.836896e-16
59.200000 -1.631806e-02  7.269558e-03  7.269558e-03  1.000000e+00  1.000000e+00  5.369140e-16
59.300000 -1.216328e-02  8.732358e-03  8.732358e-03  1.000000e+00  1.000000e+00  9.932732e-17
59.400000 -8.499912e-03  1.010585e-02  1.010585e-02  1.000000e+00  1.000000e+00  6.007937e-16
59.500000 -5.246121e-03  1.137706e-02  1.137706e-02  1.000000e+00  1.000000e+00  5.336643e-16
59.600000 -2.346174e-03  1.253405e-02  1.253405e-02  1.000000e+00  1.000000e+00  3.460023e-16
59.700000  2.387519e-04  1.356600e-02  1.356600e-02  9.654102e-01  9.654102e-01  6.393645e-16
59.800000  2.536322e-03  1.446335e-02  1.446335e-02  7.016034e-01  7.016034e-01  4.197875e-16
59.900000  4.566789e-03  1.521787e-02  1.521787e-02  5.383504e-01  5.383504e-01  2.279851e-16
60.000000  6.345503e-03  1.582272e-02  1.582272e-02  4.275136e-01  4.275136e-01  0.000000e+00
60.100000  7.884638e-03  1.627255e-02  1.627255e-02  3.472221e-01  3.472221e-01  3.198129e-16
60.200000  9.194404e-03  1.656350e-02  1.656350e-02  2.860906e-01  2.860906e-01  1.047317e-16
60.300000  1.028391e-02  1.669327e-02  1.669327e-02  2.375846e-01  2.375846e-01  4.156700e-16
60.400000  1.116179e-02  1.666114e-02  1.666114e-02  1.976552e-01  1.976552e-01  5.205898e-16
60.500000  1.183664e-02  1.646791e-02  1.646791e-02  1.636228e-01  1.636228e-01  3.160188e-16
60.600000  1.231737e-02  1.611599e-02  1.611599e-02  1.335973e-01  1.335973e-01  5.381994e-16
60.700000  1.261339e-02  1.560928e-02  1.560928e-02  1.061517e-01  1.061517e-01  5.556705e-16
60.800000  1.273481e-02  1.495317e-02  1.495317e-02  8.012021e-02  8.012021e-02  3.480311e-16
60.900000  1.269248e-02  1.415450e-02  1.415450e-02  5.445728e-02  5.445728e-02  9.804508e-16
61.000000  1.249812e-02  1.322143e-02  1.322143e-02  2.812291e-02  2.812291e-02  4.592191e-16
61.100000  1.216425e-02  1.216342e-02  1.216342e-02  3.410702e-05  3.410702e-05  2.852362e-16
61.200000  1.170423e-02  1.099111e-02  1.099111e-02  3.142176e-02  3.142176e-02  9.469784e-16
61.300000  1.113222e-02  9.716197e-03  9.716197e-03  6.791978e-02  6.791978e-02  3.570787e-16
61.400000  1.046305e-02  8.351352e-03  8.351352e-03  1.122386e-01  1.122386e-01  1.246306e-15
61.500000  9.712248e-03  6.910066e-03  6.910066e-03  1.685796e-01  1.685796e-01  1.129693e-15
61.600000  8.895841e-03  5.406532e-03  5.406532e-03  2.439672e-01  2.439672e-01  9.625709e-16
61.700000  8.030319e-03  3.855501e-03  3.855501e-03  3.512435e-01  3.512435e-01  3.374510e-16
61.800000  7.132493e-03  2.272140e-03  2.272140e-03  5.168040e-01  5.168040e-01  3.817377e-15
61.900000  6.219383e-03  6.718822e-04  6.718822e-04  8.050047e-01  8.050047e-01  1.597542e-14
62.000000  5.308095e-03 -9.297239e-04 -9.297239e-04  1.000000e+00  1.000000e+00  1.271109e-14
62.100000  4.415696e-03 -2.517162e-03 -2.517162e-03  1.000000e+00  1.000000e+00  4.393385e-15
62.200000  3.559094e-03 -4.075101e-03 -4.075101e-03  1.000000e+00  1.000000e+00  1.064221e-15
62.300000  2.754917e-03 -5.588542e-03 -5.588542e-03  1.000000e+00  1.000000e+00  9.312215e-16
62.400000  2.019403e-03 -7.042961e-03 -7.042961e-03  1.000000e+00  1.000000e+00  6.157649e-16
62.500000  1.368297e-03 -8.424451e-03 -8.424451e-03  1.000000e+00  1.000000e+00  2.059153e-16
62.600000  8.167573e-04 -9.719851e-03 -9.719851e-03  1.000000e+00  1.000000e+00  1.784722e-16
62.700000  3.792814e-04 -1.091688e-02 -1.091688e-02  1.000000e+00  1.000000e+00  2.383544e-16
62.800000  6.964707e-05 -1.200423e-02 -1.200423e-02  1.000000e+00  1.000000e+00  5.057827e-16
62.900000 -9.912271e-05 -1.297171e-02 -1.297171e-02  9.848330e-01  9.848330e-01  5.349251e-16
63.000000 -1.147669e-04 -1.381031e-02 -1.381031e-02  9.835165e-01  9.835165e-01  3.140268e-16
63.100000  3.424084e-05 -1.451230e-02 -1.451230e-02  1.000000e+00  1.000000e+00  6.574408e-16
63.200000  3.587630e-04 -1.507129e-02 -1.507129e-02  1.000000e+00  1.000000e+00  1.151012e-16
63.300000  8.691228e-04 -1.548231e-02 -1.548231e-02  1.000000e+00  1.000000e+00  1.008410e-15
63.400000  1.575300e-03 -1.574181e-02 -1.574181e-02  1.000000e+00  1.000000e+00  3.305954e-16
63.500000  2.487221e-03 -1.584775e-02 -1.584775e-02  1.000000e+00  1.000000e+00  5.473091e-16
63.600000  3.615172e-03 -1.579957e-02 -1.579957e-02  1.000000e+00  1.000000e+00  4.391825e-16
63.700000  4.970390e-03 -1.559821e-02 -1.559821e-02  1.000000e+00  1.000000e+00  7.784910e-16
63.800000  6.565905e-03 -1.524608e-02 -1.524608e-02  1.000000e+00  1.000000e+00  1.592942e-15
63.900000  8.417749e-03 -1.474707e-02 -1.474707e-02  1.000000e+00  1.000000e+00  5.881585e-16
64.000000  1.054673e-02 -1.410647e-02 -1.410647e-02  1.000000e+00  1.000000e+00  6.148682e-17
64.100000  1.298106e-02 -1.333091e-02 -1.333091e-02  1.000000e+00  1.000000e+00  2.602559e-16
64.200000  1.576045e-02 -1.242833e-02 -1.242833e-02  1.000000e+00  1.000000e+00  7.676800e-16
64.300000  1.894263e-02 -1.140788e-02 -1.140788e-02  1.000000e+00  1.000000e+00  6.842864e-16
64.400000  2.261406e-02 -1.027982e-02 -1.027982e-02  1.000000e+00  1.000000e+00  1.350004e-15
64.500000  2.690885e-02 -9.055416e-03 -9.055416e-03  1.000000e+00  1.000000e+00  1.245189e-15
64.600000  3.204368e-02 -7.746856e-03 -7.746856e-03  1.000000e+00  1.000000e+00  1.287575e-15
64.700000  3.838766e-02 -6.367092e-03 -6.367092e-03  1.000000e+00  1.000000e+00  1.430370e-15
64.800000  4.661628e-02 -4.929734e-03 -4.929734e-03  1.000000e+00  1.000000e+00  2.815119e-15
64.900000  5.809690e-02 -3.448913e-03 -3.448913e-03  1.000000e+00  1.000000e+00  3.835199e-15
65.000000  7.604942e-02 -1.939139e-03 -1.939139e-03  1.000000e+00  1.000000e+00  6.709382e-15
65.100000  1.102179e-01 -4.151616e-04 -4.151616e-04  1.000000e+00  1.000000e+00  4.661561e-14
65.200000  2.100483e-01  1.108175e-03  1.108175e-03  9.895038e-01  9.895038e-01  2.348081e-15
65.300000 -1.138234e+01  2.616077e-03  2.616077e-03  1.000000e+00  1.000000e+00  1.740640e-15
65.400000 -1.684461e-01  4.093940e-03  4.093940e-03  1.000000e+00  1.000000e+00  2.754242e-15
65.500000 -7.354015e-02  5.527498e-03  5.527498e-03  1.000000e+00  1.000000e+00  1.019964e-15
65.600000 -4.046264e-02  6.902953e-03  6.902953e-03  1.000000e+00  1.000000e+00  2.701493e-15
65.700000 -2.310149e-02  8.207112e-03  8.207112e-03  1.000000e+00  1.000000e+00  1.796631e-15
65.800000 -1.212128e-02  9.427514e-03  9.427514e-03  1.000000e+00  1.000000e+00  7.360258e-16
65.900000 -4.400660e-03  1.055255e-02  1.055255e-02  1.000000e+00  1.000000e+00  1.232918e-15
66.000000  1.396385e-03  1.157156e-02  1.157156e-02  7.846404e-01  7.846404e-01  1.124346e-15
66.100000  5.934739e-03  1.247495e-02  1.247495e-02  3.552592e-01  3.552592e-01  1.321037e-15
66.200000  9.580990e-03  1.325429e-02  1.325429e-02  1.608607e-01  1.608607e-01  8.507211e-16
66.300000  1.255298e-02  1.390236e-02  1.390236e-02  5.100585e-02  5.100585e-02  1.060622e-15
66.400000  1.498795e-02  1.441325e-02  1.441325e-02  1.954693e-02  1.954693e-02  1.323918e-15
66.500000  1.697666e-02  1.478239e-02  1.478239e-02  6.909116e-02  6.909116e-02  7.627794e-16
66.600000  1.858181e-02  1.500661e-02  1.500661e-02  1.064414e-01  1.064414e-01  1.387168e-15
66.700000  1.984857e-02  1.508415e-02  1.508415e-02  1.363886e-01  1.363886e-01  5.750154e-17
66.800000  2.081093e-02  1.501468e-02  1.501468e-02  1.617906e-01  1.617906e-01  9.820486e-16
66.900000  2.149561e-02  1.479932e-02  1.479932e-02  1.844966e-01  1.844966e-01  8.791233e-16
67.000000  2.192461e-02  1.444057e-02  1.444057e-02  2.058022e-01  2.058022e-01  4.204495e-16
67.100000  2.211691e-02  1.394236e-02  1.394236e-02  2.266977e-01  2.266977e-01  1.617474e-15
67.200000  2.208957e-02  1.330992e-02  1.330992e-02  2.480163e-01  2.480163e-01  1.433665e-15
67.300000  2.185849e-02  1.254980e-02  1.254980e-02  2.705365e-01  2.705365e-01  8.293633e-16
67.400000  2.143898e-02  1.166976e-02  1.166976e-02  2.950645e-01  2.950645e-01  3.716278e-16
67.500000  2.084602e-02  1.067873e-02  1.067873e-02  3.225177e-01  3.225177e-01  9.746798e-16
67.600000  2.009456e-02  9.586654e-03  9.586654e-03  3.540255e-01  3.540255e-01  1.538091e-15
67.700000  1.919963e-02  8.404462e-03  8.404462e-03  3.910713e-01  3.910713e-01  3.096076e-16
67.800000  1.817640e-02  7.143917e-03  7.143917e-03  4.357167e-01  4.357167e-01  3.035316e-16
67.900000  1.704023e-02  5.817515e-03  5.817515e-03  4.909808e-01  4.909808e-01  2.236423e-15
68.000000  1.580661e-02  4.438357e-03  4.438357e-03  5.615349e-01  5.615349e-01  2.149665e-15
68.100000  1.449119e-02  3.020020e-03  3.020020e-03  6.550758e-01  6.550758e-01  3.805453e-15
68.200000  1.310963e-02  1.576426e-03  1.576426e-03  7.853166e-01  7.853166e-01  8.390667e-15
68.300000  1.167758e-02  1.217032e-04  1.217032e-04  9.793711e-01  9.793711e-01  5.445365e-14
68.400000  1.021056e-02 -1.329952e-03 -1.329952e-03  1.000000e+00  1.000000e+00  6.114145e-15
68.500000  8.723857e-03 -2.764410e-03 -2.764410e-03  1.000000e+00  1.000000e+00  8.628403e-16
68.600000  7.232442e-03 -4.167752e-03 -4.167752e-03  1.000000e+00  1.000000e+00  6.243378e-16
68.700000  5.750826e-03 -5.526398e-03 -5.526398e-03  1.000000e+00  1.000000e+00  2.040335e-15
68.800000  4.292972e-03 -6.827240e-03 -6.827240e-03  1.000000e+00  1.000000e+00  2.540886e-16
68.900000  2.872178e-03 -8.057771e-03 -8.057771e-03  1.000000e+00  1.000000e+00  1.614643e-15
69.000000  1.500974e-03 -9.206202e-03 -9.206202e-03  1.000000e+00  1.000000e+00  9.421494e-17
69.100000  1.910207e-04 -1.026158e-02 -1.026158e-02  1.000000e+00  1.000000e+00  6.762015e-16
69.200000 -1.046982e-03 -1.121388e-02 -1.121388e-02  8.292155e-01  8.292155e-01  0.000000e+00
69.300000 -2.203385e-03 -1.205411e-02 -1.205411e-02  6.909156e-01  6.909156e-01  2.158670e-16
69.400000 -3.269662e-03 -1.277441e-02 -1.277441e-02  5.924150e-01  5.924150e-01  3.394918e-16
69.500000 -4.238481e-03 -1.336809e-02 -1.336809e-02  5.185343e-01  5.185343e-01  1.946489e-16
69.600000 -5.103757e-03 -1.382973e-02 -1.382973e-02  4.608750e-01  4.608750e-01  1.442496e-15
69.700000 -5.860698e-03 -1.415518e-02 -1.415518e-02  4.143951e-01  4.143951e-01  9.191282e-16
69.800000 -6.505836e-03 -1.434167e-02 -1.434167e-02  3.758642e-01  3.758642e-01  1.088612e-15
69.900000 -7.037050e-03 -1.438776e-02 -1.438776e-02  3.430932e-01  3.430932e-01  1.205694e-15
70.000000 -7.453569e-03 -1.429339e-02 -1.429339e-02  3.145185e-01  3.145185e-01  6.068272e-17
70.100000 -7.755968e-03 -1.405988e-02 -1.405988e-02  2.889602e-01  2.889602e-01  7.402866e-16
70.200000 -7.946152e-03 -1.368989e-02 -1.368989e-02  2.654709e-01  2.654709e-01  5.702204e-16
70.300000 -8.027319e-03 -1.318741e-02 -1.318741e-02  2.432316e-01  2.432316e-01  1.052351e-15
70.400000 -8.003923e-03 -1.255771e-02 -1.255771e-02  2.214701e-01  2.214701e-01  5.525605e-16
70.500000 -7.881611e-03 -1.180728e-02 -1.180728e-02  1.993849e-01  1.993849e-01  2.938397e-16
70.600000 -7.667162e-03 -1.094377e-02 -1.094377e-02  1.760582e-01  1.760582e-01  1.347356e-15
70.700000 -7.368404e-03 -9.975920e-03 -9.975920e-03  1.503383e-01  1.503383e-01  1.565020e-15
70.800000 -6.994131e-03 -8.913458e-03 -8.913458e-03  1.206548e-01  1.206548e-01  0.000000e+00
70.900000 -6.554000e-03 -7.767008e-03 -7.767008e-03  8.470133e-02  8.470133e-02  3.350177e-16
71.000000 -6.058430e-03 -6.547987e-03 -6.547987e-03  3.883393e-02  3.883393e-02  9.934676e-16
71.100000 -5.518489e-03 -5.268486e-03 -5.268486e-03  2.317637e-02  2.317637e-02  1.893269e-15
71.200000 -4.945772e-03 -3.941155e-03 -3.941155e-03  1.130444e-01  1.130444e-01  4.731679e-15
71.300000 -4.352283e-03 -2.579076e-03 -2.579076e-03  2.558239e-01  2.558239e-01  5.633145e-15
71.400000 -3.750304e-03 -1.195636e-03 -1.195636e-03  5.165182e-01  5.165182e-01  7.254397e-15
71.500000 -3.152269e-03  1.956067e-04  1.956067e-04  1.000000e+00  1.000000e+00  9.048564e-14
71.600000 -2.570630e-03  1.581053e-03  1.581053e-03  1.000000e+00  1.000000e+00  7.954662e-15
71.700000 -2.017733e-03  2.947198e-03  2.947198e-03  1.000000e+00  1.000000e+00  7.946112e-15
71.800000 -1.505685e-03  4.280759e-03  4.280759e-03  1.000000e+00  1.000000e+00  1.013093e-15
71.900000 -1.046232e-03  5.568810e-03  5.568810e-03  1.000000e+00  1.000000e+00  2.959317e-15
72.000000 -6.506384e-04  6.798898e-03  6.798898e-03  1.000000e+00  1.000000e+00  8.930170e-16
72.100000 -3.295711e-04  7.959175e-03  7.959175e-03  1.000000e+00  1.000000e+00  1.634645e-15
72.200000 -9.299357e-05  9.038502e-03  9.038502e-03  1.000000e+00  1.000000e+00  1.055593e-15
72.300000  4.993481e-05  1.002656e-02  1.002656e-02  9.900889e-01  9.900889e-01  1.038077e-15
72.400000  9.094795e-05  1.091395e-02  1.091395e-02  9.834714e-01  9.834714e-01  1.112619e-15
72.500000  2.275244e-05  1.169227e-02  1.169227e-02  9.961157e-01  9.961157e-01  1.483650e-16
72.600000 -1.609052e-04  1.235423e-02  1.235423e-02  1.000000e+00  1.000000e+00  7.020769e-16
72.700000 -4.651845e-04  1.289366e-02  1.289366e-02  1.000000e+00  1.000000e+00  4.708927e-16
72.800000 -8.941110e-04  1.330564e-02  1.330564e-02  1.000000e+00  1.000000e+00  2.607501e-16
72.900000 -1.450553e-03  1.358648e-02  1.358648e-02  1.000000e+00  1.000000e+00  8.299211e-16
73.000000 -2.136212e-03  1.373378e-02  1.373378e-02  1.000000e+00  1.000000e+00  1.578884e-15
73.100000 -2.951641e-03  1.374647e-02  1.374647e-02  1.000000e+00  1.000000e+00  1.892911e-16
73.200000 -3.896271e-03  1.362479e-02  1.362479e-02  1.000000e+00  1.000000e+00  2.546422e-16
73.300000 -4.968474e-03  1.337028e-02  1.337028e-02  1.000000e+00  1.000000e+00  1.102830e-15
73.400000 -6.165647e-03  1.298578e-02  1.298578e-02  1.000000e+00  1.000000e+00  9.351046e-16
73.500000 -7.484336e-03  1.247540e-02  1.247540e-02  1.000000e+00  1.000000e+00  2.085773e-16
73.600000 -8.920400e-03  1.184446e-02  1.184446e-02  1.000000e+00  1.000000e+00  0.000000e+00
73.700000 -1.046923e-02  1.109944e-02  1.109944e-02  1.000000e+00  1.000000e+00  2.344339e-16
73.800000 -1.212606e-02  1.024793e-02  1.024793e-02  1.000000e+00  1.000000e+00  5.078265e-16
73.900000 -1.388637e-02  9.298534e-03  9.298534e-03  1.000000e+00  1.000000e+00  1.585750e-15
74.000000 -1.574647e-02  8.260789e-03  8.260789e-03  1.000000e+00  1.000000e+00  1.889954e-15
74.100000 -1.770435e-02  7.145071e-03  7.145071e-03  1.000000e+00  1.000000e+00  9.104477e-16
74.200000 -1.976095e-02  5.962493e-03  5.962493e-03  1.000000e+00  1.000000e+00  2.036575e-15
74.300000 -2.192218e-02  4.724791e-03  4.724791e-03  1.000000e+00  1.000000e+00  6.425187e-16
74.400000 -2.420226e-02  3.444209e-03  3.444209e-03  1.000000e+00  1.000000e+00  1.762823e-15
74.500000 -2.662961e-02  2.133381e-03  2.133381e-03  1.000000e+00  1.000000e+00  1.524625e-15
74.600000 -2.925803e-02  8.052013e-04  8.052013e-04  1.000000e+00  1.000000e+00  6.665167e-15
74.700000 -3.218963e-02 -5.272981e-04 -5.272981e-04  9.677660e-01  9.677660e-01  3.598256e-15
74.800000 -3.562772e-02 -1.851077e-03 -1.851077e-03  9.012201e-01  9.012201e-01  4.158572e-15
74.900000 -4.001754e-02 -3.153213e-03 -3.153213e-03  8.539190e-01  8.539190e-01  1.650434e-15
75.000000 -4.651242e-02 -4.421029e-03 -4.421029e-03  8.263998e-01  8.263998e-01  2.844756e-15
75.100000 -5.919385e-02 -5.642215e-03 -5.642215e-03  8.259544e-01  8.259544e-01  9.223630e-16
75.200000 -1.097126e-01 -6.804951e-03 -6.804951e-03  8.831944e-01  8.831944e-01  1.402064e-15
75.300000  8.229359e-02 -7.898016e-03 -7.898016e-03  1.000000e+00  1.000000e+00  1.208022e-15
75.400000 -4.423717e-04 -8.910899e-03 -8.910899e-03  9.054081e-01  9.054081e-01  1.362720e-15
75.500000 -1.517979e-02 -9.833901e-03 -9.833901e-03  2.137185e-01  2.137185e-01  1.234817e-15
75.600000 -2.169065e-02 -1.065823e-02 -1.065823e-02  3.410450e-01  3.410450e-01  3.255182e-16
75.700000 -2.547463e-02 -1.137607e-02 -1.137607e-02  3.825861e-01  3.825861e-01  7.624443e-17
75.800000 -2.795729e-02 -1.198067e-02 -1.198067e-02  4.000359e-01  4.000359e-01  1.737522e-15
75.900000 -2.967101e-02 -1.246642e-02 -1.246642e-02  4.082969e-01  4.082969e-01  1.043637e-15
76.000000 -3.085886e-02 -1.282887e-02 -1.282887e-02  4.127013e-01  4.127013e-01  2.704405e-16
76.100000 -3.164751e-02 -1.306479e-02 -1.306479e-02  4.156063e-01  4.156063e-01  4.647247e-16
76.200000 -3.210982e-02 -1.317220e-02 -1.317220e-02  4.182150e-01  4.182150e-01  9.218705e-16
76.300000 -3.229137e-02 -1.315038e-02 -1.315038e-02  4.212205e-01  4.212205e-01  1.055315e-15
76.400000 -3.222301e-02 -1.299986e-02 -1.299986e-02  4.250758e-01  4.250758e-01  2.668834e-16
